epoch,loss,val_loss
0,366.91471275916467,62.682350158691406
1,61.287418072040268,67.804931640625
2,60.185644296499397,60.545463562011719
3,51.510565244234527,47.294448852539062
4,41.658959021935097,36.968677520751953
